"outclab_standardized","complab_standardized","review_id","comp.no","outcome.no","group.no","id","studlab","year","event.e","n.e","event.c","n.c","mean.e","sd.e","mean.c","sd.c","O.E","V","TE","seTE","lower.TE","upper.TE","weight","order","level","grplab","overall","test.subgroup","type","method","sm","model","common","random","outclab","k","event.e.pooled","n.e.pooled","event.c.pooled","n.c.pooled","TE.pooled","lower.pooled","upper.pooled","level.ma","weight.pooled","Z.pooled","pval.TE.pooled","Q","pval.Q","I2","tau2","Q.w","pval.Q.w","I2.w","swap.events","logscale","label.e","label.c","label.left","label.right","complab","fixed","filename","cochrane_id","out_comp","outcome_type","monotonicity"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Leal-2015","Leal 2015","2015",22,28,21,28,NA,NA,NA,NA,0,0.021645022,1.047619048,0.147122472,0.785185935,1.39776532,5.298455254,845,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Lehmann-2001","Lehmann 2001","2001",12,40,10,40,NA,NA,NA,NA,0,0.133333333,1.2,0.365148372,0.586632863,2.454686892,1.297582115,835,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Lin-2016","Lin 2016","2016",10,30,9,29,NA,NA,NA,NA,0,0.143295019,1.074074074,0.378543286,0.511466984,2.255541711,1.215705654,995,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Lo-2008","Lo 2008","2008",8,15,10,15,NA,NA,NA,NA,0,0.091666667,0.8,0.302765035,0.441952832,1.448118335,1.806462144,812,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Loftus-2010","Loftus 2010","2010",14,52,13,50,NA,NA,NA,NA,0,0.109120879,1.035502959,0.330334496,0.541963591,1.978484156,1.551566482,813,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Mahran-2015","Mahran 2015","2015",6,30,6,30,NA,NA,NA,NA,0,0.266666667,1,0.516397779,0.363447272,2.751430751,0.682420979,870,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Martinez-2014","Martinez 2014","2014",6,34,6,38,NA,NA,NA,NA,0,0.277605779,1.117647059,0.526883079,0.39794311,3.138978707,0.65687174,864,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-McKay-2007","McKay 2007","2007",10,19,16,22,NA,NA,NA,NA,0,0.064413876,0.723684211,0.253798888,0.44006324,1.190099033,2.429703113,866,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Mebazaa-MS-2008","Mebazaa MS 2008","2008",17,67,30,67,NA,NA,NA,NA,0,0.062306116,0.566666667,0.249611932,0.347422231,0.924267598,2.4963126,821,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Mendola-2012","Mendola 2012","2012",10,32,7,30,NA,NA,NA,NA,0,0.17827381,1.339285714,0.422224833,0.585429775,3.063879394,0.995205489,815,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Menigaux-2000","Menigaux 2000","2000",3,30,3,15,NA,NA,NA,NA,0,0.566666667,0.5,0.752772653,0.114342784,2.186408203,0.330200626,836,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Menigaux-2001","Menigaux 2001","2001",0,25,0,25,NA,NA,NA,NA,0,0,0,0,0,0,0,837,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Michelet-2007","Michelet 2007","2007",6,24,7,24,NA,NA,NA,NA,0,0.226190476,0.857142857,0.475594866,0.337462972,2.177109605,0.797144352,814,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Miziara-2016","Miziara 2016","2016",1,21,2,21,NA,NA,NA,NA,0,1.404761905,0.5,1.18522652,0.04898954,5.103130184,0.135223002,999,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Nesek_x002d_Adam-2012","Nesek-Adam 2012","2012",4,20,3,20,NA,NA,NA,NA,0,0.483333333,1.333333333,0.695221787,0.341322469,5.208499115,0.385464892,861,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Nielsen-2017","Nielsen 2017","2017",22,74,21,73,NA,NA,NA,NA,0,0.065861449,1.033462033,0.256634856,0.624951825,1.709001768,2.385978756,1003,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Ong-2001","Ong 2001","2001",7,20,7,20,NA,NA,NA,NA,0,0.185714286,1,0.430945804,0.429712777,2.327135831,0.958235553,859,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Ozhan-2013","Ozhan 2013","2013",11,30,7,30,NA,NA,NA,NA,0,0.167099567,1.571428571,0.408778139,0.705248323,3.501444348,1.056416412,999,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Pacreu-2012","Pacreu 2012","2012",2,10,0,10,NA,NA,NA,NA,0,2.218181818,5,1.489356176,0.269915441,92.62160011,0.085959723,816,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Papaziogas-2001","Papaziogas 2001","2001",5,18,4,17,NA,NA,NA,NA,0,0.335620915,1.180555556,0.579327986,0.379281407,3.674610441,0.548052229,838,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Parikh-2011","Parikh 2011","2011",0,30,4,30,NA,NA,NA,NA,0,2.157706093,0.111111111,1.468913235,0.00624333,1.977419003,0.088352815,817,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Pirim-2006","Pirim 2006","2006",13,23,19,22,NA,NA,NA,NA,0,0.04062185,0.654462243,0.201548628,0.440885781,0.971500659,3.476939431,847,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Rem_x00e9_rand-2009","RemA(C)rand 2009","2009",28,79,36,75,NA,NA,NA,NA,0,0.037500502,0.738396624,0.193650464,0.505189283,1.079258,3.685330236,818,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Reza-2010","Reza 2010","2010",6,30,8,30,NA,NA,NA,NA,0,0.225,0.75,0.474341649,0.296006276,1.900297544,0.801105402,819,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Roytblat-1993","Roytblat 1993","1993",2,11,2,11,NA,NA,NA,NA,0,0.818181818,1,0.904534034,0.16984753,5.887633469,0.230471469,839,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Safavi-2011","Safavi 2011","2011",2,30,1,30,NA,NA,NA,NA,0,1.433333333,2,1.197219,0.191405907,20.89799668,0.132554667,820,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Sen-2009","Sen 2009","2009",7,20,8,20,NA,NA,NA,NA,0,0.167857143,0.875,0.409703726,0.39198334,1.95320801,1.052029569,822,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Siddiqui-2015","Siddiqui 2015","2015",4,29,8,29,NA,NA,NA,NA,0,0.306034483,0.5,0.553203835,0.169076032,1.478624719,0.598626981,852,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
"postoperative nausea and vomiting - all studies","1 perioperative ketamine versus control in a non-stratified study population",1889,1,11,NA,"STD-Singh-2013","Singh 2013","2013",11,60,3,20,NA,NA,NA,NA,0,0.357575758,1.222222222,0.597976385,0.378574845,3.945922923,0.515720453,869,0.95,"",TRUE,NA,"D","MH","RR","Random",FALSE,TRUE,"1.11 Postoperative nausea and vomiting - all studies",91,761,3263,731,2702,0.88202912,0.809454029,0.961111244,0.95,100,2.865363419,0.004165309,0,1,9.217763167,0.01457826,NA,NA,NA,FALSE,NA,"Ketamine","Control","Favours ketamine","Favours control","1 Perioperative ketamine versus control in a non-stratified study population",FALSE,"/Users/apple/Documents/Documents - Apple’s MacBook Air/UMC_Utrecht/wouters-notes-241025 /effectmeasure-stability/data/CD012033StatsDataOnly.rm5","CD012033","postoperative nausea and vomiting - all studies_1 perioperative ketamine versus control in a non-stratified study population","harm","unlikely"
